0	0.00	0.00
1	2.00	0.00
2	4.00	0.00
3	6.00	0.00
4	8.00	0.00
5	0.00	2.00
6	2.00	2.00
7	4.00	2.00
8	6.00	2.00
9	8.00	2.00
10	0.00	4.00
11	2.00	4.00
12	4.00	4.00
13	6.00	4.00
14	8.00	4.00
15	0.00	6.00
16	2.00	6.00
17	4.00	6.00
18	6.00	6.00
19	8.00	6.00
20	0.00	8.00
21	2.00	8.00
22	4.00	8.00
23	6.00	8.00
24	8.00	8.00
